a.d.a.,<American Dietetic Association> - Amerykańskie Stowarzyszenie  Dietetyków,<American Dental Association> - Amerykańskie Towarzystwo  Stomatologiczne
choked,dławić się
chokes,dławić się
choking,dławienie (się)
choose,(<choose;chose;chosen>) wybierać
chop sth up,posiekać coś
chop,rąbać,siekać,cios, zraz,kotlet (bity)
chopper,helikopter
choppers,tasakach
choppy,lekko wzburzony
chops,kotletach
choral,chóralny
chord,struna, cięciwa (matem.),akord
chords,cięciw
chore,obowiązek
choreograph,tworzyć choreografię
choreography,choreografią
chores,obowiązkach
chortle,chichocz
chorus,chór, refren
chorusgirl,chórzystka,tancerka zespołu rewiowego
chorus-girl,chórzystka,tancerka zespołu rewiowego
chorussinger,chórzysta,chórzystka
chorus-singer,chórzysta,chórzystka
chose,(<choose>) (<choose;chose;chosen>) wybierać
chosen,(<choose>) (<choose;chose;chosen>) wybierać
chosen,wybrani
chow,jedzenie,żarcie
chowder,zupa rybna
christ,Chrystus
christen,chrzcić
christened,ochrzcić
christening,chrzeście
christens,ochrzcić
christian name,imię
christian,chrześcijanin,chrześcijański
christianity,chrześcijaństwo
christians,chrześcijan
christmas eve,wigilia Bożego Narodzenia
christmas,Boże Narodzenie
christmastree,choinka
christmas-tree,choinka
chromate,chromian
chromatic,chromatyczny
chrominance,chrominancja
chromium,chrom
chronic,chroniczny
chronicle,kronika
chronicler,kronikarz
chroniclers,kronikarzach
chronicles,kronik
chronological,chronologiczny
chronologically,chronologicznie
chronologies,chronologiach
chronology,chronologia
chronometer,chronometr
chrysanthemum,chryzantema
chubbier,pucołowaty
chubbiest,pucołowaty
chubby,pyzaty,pucułowaty
chuck,rzucać,ciskać, (slang.) wylać z posady,spławić,uchwyt
chuckle,chichotać
chuckles,chichotach
chucks,rzucać
chum,kolega,kumpel,żyć po przyjacielsku
chump,frajer
chunk,bryła (ziemi),kawałek
chunky,gruby
church,kościół
churches,kościołach
churchgoer,duchowny
churchyard,dziedziniec kościelny, cmentarz
churchyards,cmentarz parafialny
churn,maselnica,mieszać, ugniatać
churned,maselnica
churning,maselnica
churns,maselnica
chute,spadochron
chutes,spadochronach
cia,<Central Intelligence Agency>
cicada,cykadą
cider,jabłecznik
cif,<C.I.F.> lub <c.i.f.>,<cost, insurance, freight> - cena łącznie z kosztami ubezpieczenia i transportu
cigar,cygaro
cigarette,papieros
cigarettecase,papierośnica
cigarette-case,papierośnica
cigaretteholder,cygarniczka
cigarette-holder,cygarniczka
cigarettes,papierosach
cigars,cygar
cinch,łatwizna, coś, co się na pewno wydarzy, pewność
cinder,żużel,popiół
cinderella,Kopciuszek
cinders,żużel
cinebar,cynober
cinecamera,kamera filmowa
cine-camera,kamera filmowa
cinema,kino
cinematic,kinowy
cinematography,kinematografia
cinerama,film trójwymiarowy (stereoskopowy)
cinnamon,s cynamon,s kolor cynamonowy
cipher,cyfra, szyfr, zero,szyfrować
ciphers,pionkach
circle,koło,krąg,obwód, <circles> koła,sfery (naukowe),zakreślić okrąg
circled,krąg
circles,krąg
circling,krąg
circuit,obwód (np. elektryczny),objazd,okrążenie
circuitous,kolisty
circuitously,koliście
circuitry,kolisty
circuits,obwodach
circular,kołowy,okrężny
circularity,kolistość
circularly,cyklicznie
circulate,krążyć, puszczać w obieg
circulated,krążyć
circulates,krążyć
circulating,krążyć
circulation,cyrkulacja,krążenie
circumcise,obrzezać
circumference,obwód,okrąg
circumflex,zagięte wokół
circumlocution,mowa wymijająca
circumlocutions,mowa wymijająca
circumnavigate,opłynąć dookoła
circumnavigated,opłynąć dookoła
circumnavigates,opłynąć dookoła
circumscribe,opisywać (matem.)
circumscribed,opisać
circumscribing,opisać
circumspect,ostrożny
circumspection,ostrożność
circumspectly,ostrożnie
circumstance,wypadek, <circumstances> okoliczności,warunki
circumstances,okoliczność
circumstantial,okolicznościowy
circumstantially,okolicznościowo
circumvent,obchodź
circumvented,obchodził
circumventing,obchodzący
circumvents,obchodzi
circus,cyrk, plac (okrągły)
circuses,cyrkach
cirrus,cirrus,chmura pierzasta
cisc,<complex instruction set computer> - komputer o złożonej (rozbudowanej) liście rozkazów
cistern,cysterna,zbiornik na wodę
cisterns,cystern
citadel,cytadela
citadels,cytadel
citation,pochwałą
citations,pochwał
cite,cytować
cited,cytował
cites,cytuje
cities,miasto
citing,cytując
citizen,obywatel
citizens,obywatelach
citizenship,obywatelstwo
citrus,cytrus
city,miasto (duże),metropolia
cityscape,widok na miasto
civic,obywatelski, miejski
civil engineer,inżynier budownictwa lądowego
civil servant,urzędnik państwowy
civil service,administracja państwowa
civil war,wojna domowa
civil,obywatelski, cywilny (np. kodeks), grzeczny
civilian,cywil,obywatel,cywilny
civilians,cywilach
civility,grzeczność
civilization,cywilizacja
civilizations,cywilizacjach
civilize,cywilizować
civilized,cywilizował
civilizes,cywilizuje
civilizing,cywilizując
civilly,grzecznie
clad,ubrany
cladding,okładzina, okładanie
claim,domagać się,rościć pretensję,żądanie,pretensja,roszczenie
claimant,pretendent,roszczący pretensje
claimants,osoba wysuwająca roszczenie
claimed,domagać się
claiming,domagać się
claims,żądań
clairvoyant,jasnowidz
clamber,gramolić się
clambered,wdrapywał się
clambering,wdrapując się
clambers,gramolić się
clammy,wilgotny, lepki
clamor,(<clamour>) (amer. <clamor>),wrzask,krzyk,podnieść wrzask
clamored,zgiełk
clamoring,zgiełk
clamorous,hałaśliwy
clamors,(<clamour>) (amer. <clamor>),wrzask,krzyk,podnieść wrzask
clamour,(amer. <clamor>),wrzask,krzyk,podnieść wrzask
clamp,zacisk,klamra
clamped,zakładać klamrę zaciskającą
clamping,zakładać klamrę zaciskającą
clamps,zaciskach
clan,klan,ród
clandestine,skryty,tajny
clang,brzęczeć,dzwonić,brzęk
clanged,szczękać
clanging,szczękać
clangs,szczęk
clank,szczękać
clannish,klanowy
clap,klaskać, poklepać (np. po plecach),oklaski
clapping,klaszcząc
claps,trzepnięcie
claret,wino (czerwone)
clarification,wyjaśnienia
clarifications,wyjaśnień
clarified,wyjaśniać
clarifies,wyjaśniać
clarify,oczyścić (się),wyklarować (się), wyjaśnić (się)
clarifying,wyjaśniać
clarinet,klarnet
clarity,klarowność,przejrzystość, czystość
clary,szałwia
clash,brzęk, zderzenie,kolizja,starcie, rozbieżność,zderzyć się
clashed,kolidował
clashes,starć
clashing,kolidując
clasp hands,załamywać ręce
clasp,klamra,zapinka, uścisk,objęcie, obejma,spinać, uścisnąć,objąć
clasps,haftek
class,klasa, kurs,lekcja,<classes> wykłady,kursy,ćwiczenia
classes,autoramentach
classic,klasyk,klasyczny
classical,klasyczny
classically,klasyczny
classics,klasycy
classifiable,klasyfikowalny
classification,klasyfikacją
classifications,klasyfikacjach
classified,klasyfikował
classifier,klasyfikator
classifiers,klasyfikator
classifies,klasyfikuje
classify,klasyfikwać,segregować
classifying,klasyfikując
classmate,kolega szkolny
class-mate,kolega szkolny
classmates,kolega z klasy
classroom,klasa (sala lekcyjna)
classy,(slang.) szykowny,wysokiej klasy
clatter,łoskot,brzęk,stukotać
clattered,klekotał
clattering,klekocząc
clause,warunek,klauzula, (gramat.) zdanie
claustrophobic,klaustrofobiczny
clavicle,obojczyk
claw,szpon,pazur,chwycić w szpony
clawed,szczypce
clawing,szczypce
claws,pazurach
clay,glina,ił
clays,glin
clean,czysty,oczyścić
cleaned,czyścić
cleaner,sprzątaczka, odkurzacz,maszyna czyszcząca, środek czyszczący
cleaners,sprzątaczek
cleanest,czyścić
cleaning,czyścić
cleanliness,czystość
cleanly,gładko
cleanness,czystość
cleans,czyścić
cleanse,oczyścić,zmyć
cleansed,oczyścić
cleanser,sprzątający
cleansers,sprzątający
cleanses,oczyścić
cleanshaven,gładko wygolony
clean-shaven,gładko wygolony
cleansing,oczyścić
clear away,sprzątnąć,usunąć, o chmurach, mgle: ustąpić
clear conscience,czyste sumienie
clear off,sprzątnąć (ze stołu itp),usunąć,pozbyć się
clear out of,uciec z,zwiać z
clear out,uprzątnąć,oczyścić,opróżnić, zniknąć,uciec,ulotnić się
clear sth up with sb,wyjaśnić coś z kimś
clear the air,oczyścić atmosferę
clear the room,opróżnić pokój, pomieszczenie
clear the table,sprzątnąć ze stołu
clear the way!,z drogi!
clear up,wyjaśnić (sprawę),rozjaśnić, uporządkować,sprzątnąć, o pogodzie: przejaśnić się,wypogodzić się
clear,jasny,wyraźny, czysty,oczyścić,uprzątnąć, skasować, wyrównać (saldo,dług), rozliczyć (czek), pozbyć się (towaru), przejaśnić się
clearance sale,wyprzedaż
clearance,oczyszczenie, oclenie, prześwit,luz
clearances,luzach
cleared,klarował
clearer,czystszy
clearest,bezsporny
clearing,rozrachunek, polana, kliring
clearinghouse,izba rozrachunkowa
clearings,karczowisk
clearly,najwidoczniej,oczywiście
clearness,jasność
clears,bezsporny
cleavage,rozłupanie
cleave,łupać
cleaver,tasak
cleavers,tasakach
cleaves,rozłupywać
cleaving,rozłupywać
cleft,rozpadlina,szczelina
clefts,szczelin
clemency,łaska, łagodność
clement,łagodny, łaskawy
clench,ściskać,zaciskać (zęby)
clenched,ściskać
clenches,ściskać
clergy,kler
clergyman,duchowny,ksiądz,pastor
clerical error,błąd maszynowy
clerical,klerykalny,duchowny, biurowy
clerk,urzędnik, (amer.) ekspedient,sprzedawca
clerks,biuraliści
clever,zdolny,inteligentny,mądry,bystry
cleverly,zręcznie
cleverness,zręczność
cliche,komunał
cliches,banałach
click,szczękać,trzaskać,klik,stuknięcie
clicked,stuknięcie
clicking,stuknięcie
clicks,stuknięcie
client,klient
clientele,klientela
clients,interesanci
cliff,urwisko
cliffs,klif
climacteric,klimakterium
climate,klimat
climates,klimatach
climatic,klimatyczny
climatically,klimatycznie
climax,szczyt,punkt kulminacyjny (w powieści)
climaxed,punkt kulminacyjny
climaxes,szczytach
climb,wznoszenie (samolotu),wspinać się
climbed,piąć się
climber,pnącze
climbers,pnącza
climbing,wspinaczka
climbs,piąć się
clinch,rozstrzygać
clinched,finalizował
clincher,nit
clinches,rozstrzygać
cling,(<cling;clung;clung>) lgnąć,przylgnąć,przyczepić się
clinging,lgnąć
clings,lgnąć
clinic,klinika
clinical,kliniczny
clinically,klinicznie
clinician,klinicysta
clinics,klinik
clinker,klinkier
clip,spinacz,klamerka,spinać, ostrzyc, obciąć
clipboard,pamięć podręczna
clipped,teledysk
clipper,kliper
clippers,nożyce,maszynka do strzyżenia,sekator
clipping,obcinanie, <clippings> ścinki
clippings,strzyżeń
clips,teledysk
clique,klika
cliques,klik
clitoris,łechtaczka
clk,<clock> - przebieg zegarowy
cloak,płaszcz
cloakroom,szatnia,garderoba (w teatrze)
cloak-room,szatnia,garderoba (w teatrze)
cloaks,peleryn
clobber,krytykować
clobbered,krytykować
clobbering,krytykować
clobbers,krytykować
clock,zegar
clockmaker,zegarmistrz
clocks,taksometrach
clockwise,zgodnie z kierunkiem ruchu wskazówek zegara
clockwork,mechanizm zegarowy,nakręcany
clod,bryła,gruda
clods,grudek
clog,zatkać się
clogs,chodakach
cloister,klasztor
cloisters,klasztorach
clone,(biol. i techn.) klon (nie drzewo)
clones,klonować
close at hand,pod ręką
close by,tuż obok,tuż tuż,(bardzo) blisko
close in,zamknąć,otoczyć ze wszystkich stron (<upon sb/sth> kogoś, coś), zmniejszać się,ubywać,stawać się krótszym
close to sb/sth,blisko kogoś/czegoś
close,zamknięty, bliski,obok,blisko,zamykać (się), kończyć (się),zamknięcie, koniec
closed,zakańczać
closefisted,skąpy
close-fisted,skąpy
closely,uważnie (słuchać, obserwować),dokładnie,ściśle (wykonywać coś wg instrukcji),<closely connected> ściśle powiązane
closeness,bliskość
closer,zakańczać
closes,zamknięć
closeseason,okres ochronny
close-season,okres ochronny
closest,zakańczać
closet,gabinet,pokoik,komórka, ustęp, kredens,szafka, schowek
closeted,szafa ścienna
closets,szafa ścienna
closing,zamknięcie,zamykanie
closure,zamknięcie
closures,zamknięć
clot,grudka,skrzep
cloth,materiał,tkanina,sukno, ścierka,ściereczka
clothe,ubrać,okryć,<clothes> ubranie,strój,odzierz
clothed,ubrać
clothes,ubrać
clothing,ubranie,odzież
clothmoth,mól
cloth-moth,mól
cloud,chmura,obłok
cloudburst,oberwanie chmury
cloudier,pochmurny
cloudiest,pochmurny
cloudiness,zachmurzenia
clouding,zachmurzenia
cloudless,bezchmurny
clouds,chmur
cloudy,zachmurzony,pochmurny
clout,blaszka
clove of garlic,ząbek czosnku
clove,goździk (korzenny), ząbek (czosnku)
clover,koniczyna
clown,klown,pajac
clowning,błaznując
clowns,klownach
club,klub, maczuga,kij (golfowy), trefl (w kartach do gry)
clubhouse,lokal klubowy
clubroom,sala klubowa,świetlica
club-room,sala klubowa,świetlica
clubs,klubach
cluck,gdakanie,gdakać
clucked,gdakał
clucking,gdaczący
clucks,gdacze
clue,ślad,trop
clues,śladach
clump,podzelować
clumped,podzelować
clumping,podzelować
clumps,podzelować
clumsily,niezgrabnie
clumsiness,niezgrabność
clumsy,niezręczny,niezgrabny
clung,(<cling>) (<cling;clung;clung>) lgnąć,przylgnąć,przyczepić się
cluster,skupisko,wiązka,grupa, (nformat.) jednostka alokacji
clusters,gromadek
clutch,ściskać kurczowo, chwytać,chwyt, szpon
clutched,sprzęgło
clutches,sprzęgło
clutching,sprzęgło
clutter,nieład
cluttered,nieład
cluttering,nieład
clutters,nieład
cm.,<centimetre> - centymetr
cm,<centimetre> - centymetr
cmos,<complementary metal-oxide semiconductor>
cmyk,<Cyan Magenta Yellow Black> cztery podstawowe barwy używane w procesie drukowania
co,<Company> - firma,przedsiębiorstwo
coach,powóz,dyliżans, autokar, wagon, korepetytor, trener,udzielać korepetycji, trenować
coaches,autobusach
coaching,korepetycją
coagulate,koagulować
coagulation,koagulacja
coal,węgiel
coalesce,złączyć
coalesced,złączyć
coalesces,złączyć
coalescing,złączyć
coalition,koalicja
coalmine,kopalnia węgla
coal-mine,kopalnia węgla
coals,węglach
coarse,prostacki,ordynarny
coarsely,ordynarnie
coarsen,ordynarność
coarsened,ordynarność
coarseness,ordynarność
coarser,ordynarny
coarsest,ordynarny
coast,brzeg (morza),wybrzeże,płynąć wzdłuż brzegu
coastal,przybrzeżny
coasted,jechać rozpędem
coaster,kabotażowiec
coasters,kabotażowiec
coasting,jechać rozpędem
coastline,linia brzegowa
coasts,jechać rozpędem
coat,marynarka,żakiet,płaszcz, warstwa,powlekać,pokrywać
coated,pokryty, obłożony (język)
coating,warstwa (farby),powłoka, powlekanie
coatings,warstw
coats,płaszczach
coax,kabel koncentryczny
coaxed,kabel koncentryczny
coaxes,kabel koncentryczny
coaxial,współosiowy
coaxing,kabel koncentryczny
cobalt,kobalt
cobble,"koci łeb",brukować
cobbler,szewc
cobblers,szewc
cobblestone,"koci łeb"
cobol,<common business-oriented language> - język programowania COBOL
cobra,kobra
cobweb,pajęczyna
cobwebs,pajęczyn
cocaine,kokaina
cock,kogut, kurek,zawór kurkowy, (slang.) penis, (slang.) nonsens,podnosić,podciągać do góry
cockney,rodowity londyńczyk (z West Endu), gwara londyńska
cockpit,kokpit (jachtu,samolotu)
cockroach,karaluch
cocks,kogutach
cocktail,koktail
cocktails,koktail
cocky,próżny
coco,kokos
cocoa,kakao, kokos
cocoanut,orzech kokosowy
coconut,orzech kokosowy
coconuts,orzech kokosowy
cocoon,kokon
cocoons,kokonach
cod,dorsz
coddle,rozpieszczać
code,kodeks,przepisy, szyfr,kod,szyfrować,kodować
coded,kodował
codeine,kodeina
coder,koder,urządzenie kodujące
codes,kodach
codeword,słowo kodowe
codicil,kodocyl
codification,kodyfikacją
codifications,kodyfikacjach
codified,skodyfikować
codifies,skodyfikować
codify,skodyfikować
codifying,skodyfikować
coding,kodując
cod-liver oil,tran
codliveroil,tran
cod-liver-oil,tran
codriver,kierowca zmiennik
co-driver,kierowca zmiennik
coed,koedukacyjny
coeducation,koedukacją
coef.,<coefficient> - współczynnik
coef,<coefficient> - współczynnik
coefficient,współczynnik
coefficients,mnożnik
coerce,zmusić,przymusić (<sb into sth, sb doing sth> kogoś do czegoś
coerced,przymuszać
coerces,przymuszać
coercible,dający się zniewolić
coercing,przymuszać
coercion,wymuszenie,przymuszenie
coercive,wymuszający
coexist,koegzystować,współistnieć
coexisted,współistnieć
coexistence,koegzystencja,współinstnienie
coexisting,współistnieć
coexists,współistnieć
coffee,kawa
coffeebean,ziarnko kawy
coffee-bean,ziarnko kawy
coffeegrounds,fusy kawowe
coffee-grounds,fusy kawowe
coffees,kaw
coffeetable,(niski) stolik,ława
coffee-table,(niski) stolik,ława
coffer,kaseton
coffers,kasetonach
coffin,trumna
coffins,trumna
cog,występ, ząb (np. w kole zębatym)
cogbelt,pasek zębaty
cogent,przekonywający
cogently,przekonywająco
cogitate,rozmyślać
cogitated,rozmyślać
cogitates,rozmyślać
cogitating,rozmyślać
cogitation,zastanawianie się
cognac,koniak
cognitive,pokrewny
cognitively,percepcyjnie
cognizance,wiedza,znajomość,poznanie
cognizant,powiadomiony
cohabitation,współlokatorstwo
cohabitations,współlokatorstwo
cohere,być logicznie spójnym
cohered,być logicznie spójnym
coherence,zwartość,łączność, konsekwencja
coherent,spójny,spoisty,koherentny
coherently,łącznie
coheres,być logicznie spójnym
cohering,być logicznie spójnym
cohesion,spójność,kohezja
cohesive,spoisty
cohesiveness,spoistość
cohort,kohorta
coil,zwój,krąg (np. liny), cewka, wężownica,skręcać,zwijać,nawijać
coiled,cewka zapłonowa
coiling,cewka zapłonowa
coils,wstęg
coin,moneta,wybijać monety
coinage,neologizm
coincide,zbiegać się,zgadzać się
coincidence,zgodność faktów,zbieg okoliczności,koincydencja
coincidences,koincydencjach
coincident,równoczesny
coins,drobniakach
coke,koks
cokes,coca-cola
col,<column> - kolumna,Col,<colonel> - pułkownik
cold storage,przechwywanie w chłodnym miejscu
cold,zimny,zimno, przeziębienie
coldblooded,zimnokrwisty, bezlitosny
cold-blooded,zimnokrwisty, bezlitosny
coldly,w znacz. nie dosłownym: zimno,chłodno  (odnosić się do czegoś/kogoś, patrzeć na coś)
coldness,oziębłość
colds,przeziębień
coll sth off,ochłodzić coś
collaborate,współpracować
collaborated,kolaborował
collaborates,kolaboruje
collaborating,kolaborując
collaboration,kolaboracją
collaborations,kolaboracjach
collaborator,kolaborancie
collaborators,kolaboranci
collagen,kolagen
collapsar,czarna dziura
collapse,upadek, załamanie nerwowe, zapaść,zawał,runąć,zawalić się, doznać załamania nerwowego
collapsed,rozpadać się
collapses,rozpadać się
collapsible,składany
collapsing,rozpadać się
collar,kołnierz,kołnierzyk, obroża
collarbone,obojczyk
collar-bone,obojczyk
collars,obroż
collate,scalać
collateral,(ekon.) dodatkowa gwarancja
colleague,kolega,koleżanka
colleagues,kolega
collect,kolekcjonować,gromadzić, odbierać, inkasować (pieniądze)
collected,inkasował
collecting,inkasując
collection,kolekcja,zbiór, odbiór (długu,bielizny z pralni itp), inkaso
collections,kolekcjach
collective,kolektywny,zbiorowy,kolektyw
collectively,kolektywnie
collectives,kolektywach
collector,zbieracz,kolekcjoner, inkasent, kolektor
collectors,inkasenci
collects,ściągać
college,kolegium, szkoła (średnia lub wyższa)
colleges,college
collegian,studencie
collegiate,kolegialny
collide,zderzyć się, kolidować
collided,zderzać się
collides,zderzać się
colliding,zderzać się
collie,owczarek szkocki
collier,górnik, węglowiec (statek)
colliery,kopalnia węgla
collies,owczarek szkocki
collimation,kolimacja
collinear,współliniowy
collision,zderzenie,kolizja
collisions,zderzeń
colloquial,potoczny
colloquy,potocznie
collusion,zmowa
cologne,Kolonia
colon,dwukropek
colonel,pułkownik
colonels,pułkownicy
colonial,kolonialny,mieszkaniec kolonii
colonialism,kolonializm
colonials,kolonialny
colonies,koloniach
colonist,kolonista,osadnik
colonists,kolonialiści
colonization,kolonializacja
colonize,kolonizować
colonized,kolonizował
colonizer,kolonizator
colonizers,kolonizatorach
colonizes,kolonizuje
colonizing,kolonizując
colonnade,kolumnada
colons,dwukropkach
colony,kolonia
colophony,kalafonia
color (colour) bar,segregacja rasowa
color,(<colour>) (amer. <color>),kolor,barwa, farba,barwnik, <colours> rumieńce, sztandary,barwić (się)
coloradobeetle,stonka ziemniaczana
colorado-beetle,stonka ziemniaczana
colored,kolorowy
colorful,kolorowy
colorless,bezbarwny
colors,(<colour>) (amer. <color>),kolor,barwa, farba,barwnik, <colours> rumieńce, sztandary,barwić (się)
colossal,kolosalny,olbrzymi
colossi,(<colossus>) (liczba mnoga: <colossi>) kolos,olbrzym
colossus,(liczba mnoga: <colossi>) kolos,olbrzym
colour (color) bar,dyskryminacja rasowa
colour,(amer. <color>),kolor,barwa, farba,barwnik, <colours> rumieńce, sztandary,barwić (się)
colourblindness,daltonizm
colour-blindness,daltonizm
coloured,barwny,kolorowy
colourful,kolorowy,barwny,pstry
colouring,barwienie,zabarwienie
colourless,bezbarwny,blady
colt,źrebię, młokos
colts,źrebię
columbium,niob (pierwiastek chem.)
column,kolumna,filar,słup, stojak, szpalta,rubryka
columnist,felietonista
columns,kolumn
coma,śpiączka
comb,grzebień,czesać
combat,bitwą
combatant,kombatancie
combatants,kombatanci
combative,bojowy
combats,bitew
combed,czesał
comber,czesarka do włókien
combers,czesarka do włókien
combination,kombinacja,połączenie
combinations,kombinacjach
combine,kombinat,kartel,syndykat,łączyć,połączyć, (chem.) związać
combined,połączyć
combines,koncernach
combing,czesząc
combining,połączyć
combs,grzebień
combustible,substancja palna
combustion,spalanie
come a long way,wyrobić się
come about,mieć miejsce,zdarzyć się
come across,natknąć się
come down from a university,ukończyć uniwersytet
come down on sb,ukarać, skrzyczeć kogoś
come down with a disease,zachorować na jakąś chorobę
come down with money,dać pieniądze
come down,obniżyć się, spaść
come from sth,pochodzić skądś (z jakiegoś kraju, miasta)
come in!,proszę! (wejść)
come in,wejść,pojawić się, wchodzić (w grę), odgrywać (rolę, znaczenie), przydać się, wejść w modę,rozpowszechnić się
come into being,powstać,zaistnieć
come into collision,zderzyć się
come into force,wejść w życie
come into question,wchodzić w rachubę
come into sight,ukazać się
come into use,wejść w użycie
come off it,daj spokój,przestań
come off,mieć miejsce,zdarzyć się,udać się, odłamać się,odpaść,odlecieć
come on,chodź,spróbuj,pospiesz się,no co ty, posunąć się naprzód
come out,wyjść
come to a deadlock,stanąć w martwym punkcie
come to a stand,stanąć
come to light,wyjść na jaw
come to naught,nie udać się,nie spełnić oczekiwań
come to pass,zdarzyć się
come true,spełnić się,sprawdzić się
come up with sth,wymyśleć coś,wpaść na coś
come/run across sb/sth,natknąć się na kogoś/coś,spotkać przypadkiem, przechodzić/przejeżdżać przez coś
come,(<come;came;come>) przyjść,przybyć
comeback,powrót
comedian,komediant,komik
comedians,komicy
comedic,komediowy
comedies,komediach
comedy,komedia
comeliness,uroda
comely,przystojny,miły
comer,przybysz
comers,przybysz
comes,nastaje
comet,kometa
comets,komet
comfort,pocieszać, przynosić ulgę,pociecha, wygoda,komfort
comfortable,wygodny,komfortowy
comfortably,wygodnie
comforted,pocieszać
comforter,smoczek
comforters,smoczkach
comforting,pocieszać
comforts,komforcie
comic,komiczny,humorystyczny
comical,komiczny,zabawny,humorystyczny
comically,komiczny
comics,humoresek
coming,nastając
comma,przecinek
command,rozkazywać,dowodzić, rozporządzać, panować,nakaz,rozkaz, dowództwo
commandant,dowódca,komendant
commandants,komendanci
commandeer,rekwirował
commander,dowódca
commanderinchief,wódz naczelny,głównodowodzący
commander-in-chief,wódz naczelny,głównodowodzący
commanders,dowódcach
commanding,rozkazujący
commandingly,imponująco
commandment,przykazanie, rozkaz
commandments,przykazań
commando,komandos
commands,dowództw
commas,kom
commemorate,obchodzić (rocznicę),uczcić (pamięć)
commemorated,obchodzić rocznicę
commemorates,obchodzić rocznicę
commemorating,obchodzić rocznicę
commemoration,upamiętnienia
commemorative,pamiątkowy
commence,zaczynać (się)
commenced,zacząć
commencement,początek
commencements,początkach
commences,zacząć
commencing,zacząć
commend,polecić,powierzyć
commendation,pochwałą
commendations,pochwał
commended,pochwalać
commending,pochwalać
commends,pochwalać
commensurate,współmierny
comment,komentarz,uwaga,komentować
commentaries,komentarzach
commentary,komentarz, sprawozdanie
commentator,komentator,sprawozdawca radiowy
commentators,komentatorach
commented,uwaga
commenting,uwaga
comments,komentarzach
commerce,handel
commercial,handlowy,komercyjny
commercially,komercjalnie
commercials,reklam
commisar,komisarz
commission,mianować, zlecić,komisja, patent oficerski, polecenie, prowizja, komis
commissioner,komisarz
commissioners,komisarzach
commissions,komisjach
commit oneself,zobowiązać się
commit,powierzyć, popełnić
commitment,zobowiązania
commitments,zobowiązań
commits,dokonuje
committed,dokonywał
committee,komitet,zarząd
committing,dokonując
commodities,towarach
commodity,towar,artykuł
commodore,komodor
commodores,dowódca eskadry
common law,prawo zwyczajowe
common sense,zdrowy rozsądek
common,zwykły,pospolity, wspólny, ogólny,powszechny, <commons> lud
commonalities,pospolitość
commonality,pospolitość
commoner,członek izby gmin
commoners,członek izby gmin
commonly,średnio
commonness,powszedniość
commonplace,frazes,oklepany,banalny
commonplaces,banałach
commons,błoni
commonwealth,wspólnota
commonwealths,wspólnota brytyjska
commotion,poruszenie,wzburzenie
comms,<communications>
communal,społeczny,komunalny
communally,komunalnie
commune,komuną
communes,komun
communicate,komunikować (się),zakomunikować
communicated,komunikował
communicates,komunikuje
communicating,komunikując
communication,wiadomość,zakomunikowanie, komunikacja,łączność, porozumienie
communications,komunikacjach
communicative,rozmowny,towarzyski
communion,komunią
communique,komunikat,oświadczenie
communism,komunizm
communist,komunista
communists,komuniści
communities,gmin
community,społeczeństwo, gmina (wyznaniowa)
commutation,komutacja
commutator,komutator
commute,łagodź
commuted,łagodził
commuter,dojeżdżający do pracy
commuters,dojeżdżający do pracy
commutes,łagodzi
commuting,łagodzący
compact,zwarty,gęsty,puderniczka
compacted,skondensować
compacting,skondensować
compactly,gęsto
compactness,gęstość
compactor,ubijarka
compacts,puderniczek
companies,przedsiębiorstw
companion,towarzysz
companionable,towarzyski
companions,druhach
companionship,towarzystwo
company,towarzystwo, firma,przedsiębiorstwo, (wojsk.) kompania
comparability,komparatybilność
comparable,porównywalny
comparably,porównywalnie
comparative,porównawczy, względny,(gramat.) stopień wyższy przymiotnika
comparatively,stosunkowo,względnie
comparatives,porównawczy
compare,porównać
compared,porównać
compares,porównać
comparing,porównać
comparison,porównanie
comparisons,porównań
compartment,przedział (w wagonie), przegródka,komora
compartments,komor
compass,kompas,<compasses> cyrkiel
compassion,współczucie,litość
compassionate,współczujący,litościwy
compassionately,współczująco
compatibilities,zgodność
compatibility,kompatybilność,zgodność
compatible,kompatybilny,zgodny
compatibly,kompatybilnie
compatriot,rodak,ziomek
compel,wymuszać,zmuszać
compelled,zmuszać
compelling,nie do odparcia
compellingly,nieodparcie
compels,zmuszać
compendium,kompendium
compensate,kompensować,wyrównać
compensated,rekompensował
compensates,rekompensuje
compensating,rekompensując
compensation,kompensacja,wyrównanie, odszkodowanie
compensations,kompensacjach
compensatory,kompensacyjny
compete,współzawodniczyć,konkurować
competed,rywalizował
competence,kompetencja,fachowość
competency,kompetencja,fachowość
competent,kompetentny,fachowy
competently,kompetentnie
competes,rywalizuje
competing,rywalizując
competition,zawody,konkurs,współzawodnictwo,konkurencja
competitions,współzawodnictw
competitive,konkursowy,konkurencyjny
competitively,konkurencyjnie
competitiveness,konkurencyjność
competitor,zawodnik,konkurent
competitors,konkurenci
compilation,kompilacja
compilations,kompilacjach
compile,kompilować
compiled,kompilował
compiler,kompilator
compilers,kompilatorach
compiles,kompiluje
compiling,kompilując
complacency,samozadowolenie
complacent,zadowolony,błogi
complain,skarżyć się,żalić się,narzekać,wnieść skargę,zlożyć reklamację
complained,narzekać
complainer,osoba narzekająca
complainers,osoba narzekająca
complaining,narzekać
complains,narzekać
